idx_pk,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
14995,2,4,1,0,10,2,1,4,4,0,1,1,1,39,0
14996,1,4,3,0,10,4,14,0,4,1,1,1,1,11,0
14997,2,4,3,15,14,4,4,0,4,1,3,1,2,39,1
14998,1,4,2,9,9,4,3,0,4,1,1,1,1,39,0
14999,3,7,0,14,13,4,4,0,4,1,1,1,1,39,1
15000,1,4,2,0,10,4,14,0,4,1,1,1,2,39,0
15001,2,4,1,15,14,4,10,0,4,1,1,1,2,39,1
15002,3,4,0,10,11,4,3,0,4,1,1,1,1,39,0
15003,1,4,4,13,12,4,12,0,4,1,1,1,2,39,0
15004,2,4,3,10,11,2,10,1,4,1,1,1,1,39,1
15005,1,4,2,14,13,0,4,3,1,0,1,1,2,36,0
15006,2,5,0,14,13,4,12,0,4,1,3,1,2,39,1
15007,2,4,0,14,13,0,4,1,4,0,1,1,1,39,0
15008,0,4,4,5,2,4,5,0,4,1,1,1,4,26,0
15009,1,4,2,14,13,0,13,1,4,1,1,1,1,39,0
15010,0,4,2,9,9,0,12,3,2,0,1,1,0,39,0
15011,0,4,3,0,10,0,11,3,4,1,1,1,1,39,0
15012,5,0,4,8,3,4,0,0,4,1,1,1,0,39,0
15013,1,4,2,9,9,0,14,3,4,1,1,1,2,39,0
15014,0,4,3,0,10,0,1,1,2,0,1,1,1,39,0
15015,3,4,1,14,13,4,13,0,4,1,1,1,1,39,1
15016,4,4,4,9,9,2,9,4,2,0,1,1,4,39,0
15017,3,4,2,9,9,4,7,0,4,1,1,1,1,39,0
15018,3,4,2,14,13,4,12,0,4,1,1,1,1,39,1
15019,0,4,0,14,13,0,12,1,4,1,1,1,2,39,0
15020,4,4,4,8,3,4,7,0,4,1,1,1,1,39,0
15021,2,1,1,14,13,0,10,1,4,0,1,1,2,39,0
15022,1,0,1,0,10,4,0,5,4,0,1,1,1,39,0
15023,2,5,1,7,4,4,4,0,4,1,1,1,2,0,0
15024,0,4,0,0,10,0,8,2,4,0,1,1,0,39,0
15025,2,4,3,3,7,0,6,1,2,1,1,1,1,39,0
15026,0,4,2,3,7,4,7,0,4,1,1,1,1,33,0
15027,1,6,1,9,9,2,3,1,4,1,1,1,2,39,0
15028,4,6,0,7,4,4,3,0,4,1,1,1,0,39,0
15029,1,2,3,0,10,0,1,3,4,0,1,1,0,39,0
15030,1,4,2,9,9,0,3,3,4,1,1,1,1,39,0
15031,3,2,3,0,10,2,1,1,4,0,1,1,2,39,0
15032,1,4,0,0,10,2,1,1,4,0,1,1,1,39,1
15033,0,0,3,0,10,0,0,3,4,0,1,1,1,39,0
15034,2,4,3,12,16,4,4,0,4,1,1,1,2,39,1
15035,2,4,4,2,8,4,14,0,4,1,3,1,3,39,1
15036,3,4,2,0,10,0,1,1,2,0,1,3,2,0,0
15037,3,6,4,14,13,2,8,4,1,0,1,1,2,35,1
15038,0,4,3,0,10,0,1,3,4,0,1,1,0,39,0
15039,1,4,0,9,9,4,7,5,4,0,1,1,1,34,0
15040,0,7,1,9,9,4,11,3,4,1,1,1,1,39,0
15041,2,4,2,14,13,0,1,1,4,0,1,1,1,39,0
15042,1,4,3,9,9,0,1,4,4,1,1,1,1,39,0
15043,1,4,4,9,9,4,7,0,1,1,1,1,1,30,0
15044,2,1,4,0,10,3,1,4,2,0,3,1,2,39,0
15045,1,4,1,0,10,0,4,4,2,0,1,1,1,39,0
15046,1,4,3,3,7,0,7,1,4,1,1,1,1,39,0
15047,1,4,2,9,9,0,1,1,4,0,1,1,1,39,0
15048,0,4,3,0,10,0,12,3,4,0,1,1,1,39,0
15049,1,5,1,15,14,0,14,3,4,1,1,1,1,39,0
15050,2,1,4,9,9,4,1,5,4,0,1,1,1,39,0
15051,1,4,4,0,10,4,12,0,4,1,1,1,1,39,0
15052,2,4,0,9,9,2,4,1,4,1,1,1,1,39,0
15053,1,4,4,9,9,4,3,0,4,1,1,1,2,39,0
15054,1,4,2,15,14,0,10,1,4,0,1,1,0,39,0
15055,3,4,3,9,9,2,12,1,4,0,1,1,2,39,0
15056,3,4,4,0,10,4,3,0,4,1,1,1,1,39,1
15057,0,4,3,9,9,0,8,1,4,0,1,1,1,39,0
15058,0,4,0,9,9,4,3,0,4,1,1,1,2,39,0
15059,0,4,3,11,1,0,5,1,4,1,1,1,2,26,0
15060,1,4,3,9,9,2,12,1,4,0,1,1,1,39,0
15061,1,6,4,0,10,4,8,5,4,0,1,1,1,39,0
15062,2,4,0,10,11,3,8,1,4,1,1,1,1,39,0
15063,3,4,2,0,10,4,13,0,4,1,1,1,2,39,0
15064,0,0,3,0,10,0,0,3,4,0,1,1,0,39,0
15065,0,4,1,0,10,0,1,1,4,0,1,1,2,39,0
15066,1,4,1,4,6,2,7,1,2,0,1,1,1,39,0
15067,3,2,0,0,10,1,1,1,4,0,1,1,1,39,0
15068,1,2,2,14,13,4,10,5,4,0,1,1,1,39,1
15069,0,0,0,0,10,0,0,1,4,0,1,1,0,39,0
15070,3,4,1,14,13,4,1,0,4,1,1,1,1,39,1
15071,2,4,2,9,9,3,4,1,4,1,3,1,1,39,1
15072,4,4,1,14,13,4,12,0,4,1,1,1,1,39,0
15073,0,4,1,14,13,0,8,1,4,1,1,1,1,39,0
15074,3,1,3,14,13,4,4,0,4,1,3,1,1,39,1
15075,3,2,1,15,14,4,10,0,4,1,1,3,1,39,1
15076,0,4,2,9,9,0,12,1,4,0,1,1,1,39,0
15077,2,5,2,13,12,4,12,0,4,1,3,1,2,39,1
15078,1,4,0,14,13,0,13,1,4,1,1,1,1,39,0
15079,1,4,2,0,10,0,3,3,4,1,1,1,1,39,0
15080,3,4,1,9,9,4,1,5,4,0,1,1,1,39,0
15081,0,4,4,9,9,0,10,2,4,0,1,1,1,39,0
15082,2,2,3,10,11,4,4,0,4,1,1,1,1,39,1
15083,4,4,1,14,13,1,8,1,4,0,1,1,1,39,0
15084,2,4,3,14,13,0,10,1,4,1,3,1,1,39,0
15085,4,2,1,14,13,4,11,0,4,1,3,1,2,39,1
15086,1,4,1,9,9,0,3,1,4,1,1,1,1,21,0
15087,4,4,4,14,13,4,12,0,4,1,1,1,2,39,1
15088,3,4,3,9,9,2,12,1,4,0,1,1,1,39,0
15089,2,4,4,14,13,4,12,0,4,1,1,1,2,39,1
15090,3,4,4,10,11,4,10,0,4,1,1,1,1,39,0
15091,0,4,2,9,9,0,7,3,4,1,1,1,1,39,0
15092,0,4,4,0,10,0,1,3,4,1,1,1,1,39,0
15093,0,4,3,14,13,0,10,2,4,1,1,1,1,39,0
15094,2,4,2,3,7,4,3,0,4,1,1,1,1,39,0
15095,3,4,1,9,9,4,4,0,4,1,1,1,2,39,1
15096,0,4,2,0,10,0,13,3,4,1,1,1,0,39,0
15097,0,4,4,14,13,0,1,1,4,0,1,1,1,39,0
15098,4,6,3,14,13,4,12,0,4,1,1,1,0,39,0
15099,4,6,4,10,11,4,8,0,4,1,1,1,2,39,0
15100,4,5,3,14,13,2,12,1,4,1,3,1,1,39,1
15101,3,6,4,13,12,4,12,0,4,1,3,1,1,39,1
15102,5,2,2,0,10,1,1,1,4,0,1,1,1,39,0
15103,3,4,0,9,9,4,3,0,4,1,3,1,2,39,0
15104,2,5,1,9,9,4,3,0,4,1,1,1,2,39,1
15105,2,5,4,0,10,2,12,3,4,1,1,1,2,39,1
15106,3,4,1,7,4,4,14,0,2,1,1,1,1,39,0
15107,2,2,1,14,13,0,4,3,4,1,3,1,1,39,0
15108,2,2,0,15,14,4,10,0,4,1,1,1,1,39,1
15109,3,4,2,3,7,4,7,0,4,1,1,1,1,39,0
15110,1,4,0,10,11,4,1,0,4,1,1,1,1,39,0
15111,2,4,1,0,10,4,10,0,4,1,1,1,1,39,0
15112,2,1,0,9,9,2,3,4,4,1,1,1,1,39,0
15113,1,4,0,4,6,1,8,1,2,0,1,3,1,39,0
15114,1,4,1,9,9,4,3,0,4,1,1,1,1,39,0
15115,1,4,3,0,10,4,10,0,4,1,1,1,2,39,0
15116,4,4,0,10,11,1,3,1,4,0,1,1,1,39,0
15117,3,4,1,0,10,2,4,1,4,1,3,1,2,39,1
15118,1,4,1,14,13,4,4,0,4,1,1,1,2,39,0
15119,1,4,2,14,13,4,12,0,4,1,1,1,1,39,1
15120,1,7,4,0,10,4,1,0,4,1,1,1,1,39,0
15121,3,4,3,9,9,4,1,0,4,1,3,1,2,39,1
15122,4,6,2,12,16,4,10,0,4,1,1,1,1,39,0
15123,1,4,1,6,5,0,3,3,4,1,1,1,2,39,0
15124,2,4,0,4,6,0,7,1,1,1,1,1,1,40,0
15125,2,4,4,0,10,4,7,0,4,1,3,1,2,39,1
15126,0,4,3,14,13,0,8,3,4,1,1,1,0,39,0
15127,3,5,4,0,10,4,4,0,4,1,1,1,1,39,1
15128,2,4,3,8,3,3,1,2,4,1,1,1,1,8,0
15129,1,4,0,10,11,0,6,1,4,1,1,1,2,39,0
15130,3,0,2,4,6,4,0,5,4,0,1,1,0,5,0
15131,3,1,2,14,13,2,13,1,0,1,1,1,1,39,0
15132,1,4,1,14,13,0,4,1,4,0,3,1,2,39,1
15133,3,4,3,3,7,4,8,0,2,1,3,1,1,39,1
15134,0,1,4,9,9,0,1,2,4,0,1,1,1,39,0
15135,3,4,4,9,9,4,7,0,4,1,1,1,1,39,0
15136,1,4,3,14,13,4,10,0,4,1,1,1,2,0,0
15137,1,4,0,9,9,4,14,0,4,1,1,1,1,39,0
15138,3,4,0,9,9,4,3,0,4,1,1,1,1,39,0
15139,0,4,4,0,10,0,8,3,2,1,1,1,1,39,0
15140,1,6,1,0,10,4,3,0,4,1,1,1,1,39,0
15141,1,6,3,12,16,0,10,1,4,1,1,1,2,39,1
15142,1,4,3,9,9,4,8,0,4,1,1,1,1,39,0
15143,2,4,4,0,10,4,8,5,4,0,1,1,0,9,1
15144,1,4,3,10,11,0,8,1,4,0,1,1,1,39,0
15145,1,4,4,9,9,4,5,0,2,1,1,1,1,39,0
15146,3,2,1,14,13,4,10,5,4,0,1,1,1,39,1
15147,1,7,3,9,9,3,1,4,2,0,1,1,1,39,0
15148,0,4,0,3,7,0,8,3,4,1,1,1,0,39,0
15149,1,2,3,15,14,0,10,3,2,0,1,1,1,39,0
15150,1,4,3,0,10,4,3,0,4,1,1,1,1,39,0
15151,1,1,3,13,12,4,1,0,4,1,3,1,1,8,0
15152,1,6,0,14,13,4,4,0,2,1,1,1,1,0,0
15153,1,4,1,14,13,0,12,3,4,1,1,1,1,39,1
15154,1,4,4,9,9,3,6,1,4,0,1,1,1,39,0
15155,3,1,1,0,10,2,1,4,4,0,1,1,1,39,0
15156,2,4,0,0,10,0,12,1,4,0,1,1,1,39,0
15157,1,4,0,10,11,0,8,1,4,0,1,1,1,39,0
15158,1,4,2,9,9,0,8,1,4,0,1,1,1,21,0
15159,3,4,4,9,9,2,3,1,4,1,1,1,1,39,0
15160,3,4,1,14,13,4,10,0,4,1,1,1,2,39,1
15161,2,4,0,14,13,4,4,0,4,1,1,1,1,0,1
15162,2,4,1,7,4,3,5,1,2,1,1,1,1,39,0
15163,0,4,3,0,10,0,5,3,4,1,1,1,0,39,0
15164,2,4,2,9,9,4,3,0,4,1,1,1,1,39,0
15165,4,2,2,9,9,4,14,0,4,1,1,1,1,39,1
15166,3,4,1,9,9,4,8,0,4,1,1,1,1,39,0
15167,2,4,2,9,9,2,8,2,2,0,1,1,1,39,0
15168,0,7,0,14,13,0,10,1,4,1,1,1,1,39,0
15169,1,6,3,4,6,2,3,1,4,1,1,1,1,39,0
15170,0,4,3,0,10,0,12,1,4,1,1,1,1,39,0
15171,4,4,3,8,3,3,7,1,4,0,1,1,1,39,0
15172,1,4,1,14,13,4,10,5,4,0,1,3,1,39,1
15173,1,4,3,9,9,4,12,0,4,1,1,1,2,5,0
15174,1,4,1,14,13,0,10,1,4,0,1,1,2,39,0
15175,1,4,3,14,13,0,1,1,4,0,1,1,0,39,0
15176,5,0,4,5,2,4,0,0,2,1,1,1,1,39,0
15177,2,6,1,9,9,4,5,0,1,1,1,1,2,24,0
15178,1,4,4,9,9,0,7,3,4,1,1,1,2,39,0
15179,4,4,3,14,13,4,4,0,4,1,1,1,1,39,0
15180,0,4,4,3,7,0,8,1,4,1,1,1,4,39,0
15181,1,4,2,6,5,0,6,3,2,0,1,1,1,39,0
15182,0,4,1,0,10,0,3,3,4,1,1,1,1,39,0
15183,1,4,0,10,11,0,12,3,1,1,1,1,1,30,0
15184,2,7,4,9,9,2,8,1,4,1,1,1,1,39,0
15185,1,4,1,9,9,0,12,4,2,0,1,1,1,39,0
15186,2,4,3,15,14,0,10,1,4,0,1,1,2,39,1
15187,2,4,2,0,10,4,4,0,4,1,1,1,2,39,1
15188,2,4,2,15,14,4,4,0,4,1,1,1,2,39,1
15189,0,4,1,0,10,0,4,3,2,1,1,1,1,39,0
15190,4,4,3,13,12,4,8,0,4,1,1,1,2,39,0
15191,2,4,1,15,14,2,4,1,4,1,1,1,2,39,1
15192,1,0,2,14,13,4,0,5,4,0,1,1,0,39,0
15193,0,4,3,9,9,4,9,5,4,0,3,1,1,39,0
15194,0,7,1,9,9,0,8,3,4,1,1,1,1,39,0
15195,5,4,0,0,10,1,8,1,4,0,1,1,0,39,0
15196,1,4,2,10,11,2,14,1,4,1,1,1,2,39,0
15197,2,4,1,7,4,4,8,2,1,0,1,1,2,0,0
15198,1,4,3,4,6,2,3,4,4,1,1,1,1,39,0
15199,2,1,2,0,10,4,10,5,4,0,1,1,1,39,1
15200,1,4,1,4,6,0,7,4,2,0,1,1,1,39,0
15201,4,4,3,0,10,4,13,0,4,1,3,1,1,39,0
15202,2,4,1,10,11,4,7,0,4,1,1,1,1,39,0
15203,1,4,3,9,9,0,6,3,4,1,1,1,1,39,0
15204,1,4,4,12,16,0,10,1,4,0,1,1,2,11,1
15205,1,4,0,10,11,0,8,1,4,1,1,1,1,39,0
15206,0,4,1,0,10,0,7,3,4,1,1,1,0,39,0
15207,0,4,3,9,9,0,8,2,2,1,1,1,1,39,0
15208,0,4,1,0,10,0,1,3,4,1,1,1,1,39,0
15209,0,7,4,14,13,0,11,1,2,1,1,1,1,39,0
15210,1,6,1,0,10,0,3,3,4,1,1,1,2,4,0
15211,2,4,0,10,11,0,1,1,4,1,1,1,2,39,1
15212,0,4,4,14,13,0,3,1,0,1,1,1,1,26,0
15213,0,4,4,14,13,4,1,5,4,0,1,1,2,39,0
15214,0,4,1,9,9,0,8,1,4,0,1,1,1,39,0
15215,0,4,2,14,13,0,10,3,4,0,1,1,0,39,0
15216,0,6,4,9,9,0,8,1,4,1,1,1,0,39,0
15217,0,4,0,9,9,0,7,1,4,1,1,1,1,39,0
15218,1,4,1,9,9,4,4,0,4,1,1,1,3,39,0
15219,1,4,1,14,13,0,12,3,4,0,1,1,2,0,0
15220,4,0,3,15,14,4,0,0,4,1,1,1,2,39,0
15221,2,4,4,0,10,4,4,5,4,0,1,1,1,39,0
15222,2,4,0,9,9,4,8,0,1,1,1,1,1,30,0
15223,1,4,4,13,12,2,12,4,4,0,1,3,2,39,0
15224,1,4,3,9,9,0,1,1,4,1,1,1,2,39,0
15225,4,5,2,14,13,4,4,0,4,1,1,1,2,26,1
15226,2,4,0,10,11,2,10,4,4,0,1,1,1,39,0
15227,1,7,4,1,15,0,10,1,4,1,1,1,3,39,0
15228,2,4,2,0,10,4,12,5,2,0,1,1,1,33,0
15229,3,1,2,0,10,4,1,0,4,1,1,1,1,39,1
15230,3,4,0,9,9,4,12,0,4,1,1,1,2,39,1
15231,1,7,2,14,13,0,10,2,4,1,1,1,1,39,0
15232,4,4,2,9,9,4,14,0,4,1,1,1,2,39,1
15233,2,6,0,9,9,2,4,4,4,1,1,1,2,39,0
15234,0,4,1,9,9,0,1,1,4,0,1,1,1,39,0
15235,1,4,0,14,13,4,8,5,4,0,1,1,0,39,0
15236,0,4,0,9,9,0,6,3,4,1,1,1,1,39,0
15237,0,4,2,0,10,0,12,1,4,0,1,1,0,39,0
15238,5,0,3,14,13,4,0,0,4,1,1,1,1,39,0
15239,3,6,3,0,10,4,3,0,4,1,1,3,1,39,1
15240,2,4,4,0,10,4,7,0,4,1,1,1,1,39,0
15241,2,4,3,2,8,2,3,1,4,1,1,1,1,39,0
15242,2,4,3,10,11,4,13,5,4,0,1,1,1,39,1
15243,2,4,2,9,9,2,7,3,4,1,1,1,2,39,0
15244,3,4,0,0,10,4,12,0,4,1,3,1,1,39,1
15245,2,6,3,0,10,2,8,1,4,1,1,1,2,39,0
15246,1,4,1,6,5,4,7,5,4,0,1,1,1,32,0
15247,3,4,2,9,9,4,1,0,4,1,1,1,1,39,0
15248,2,4,3,14,13,4,10,0,4,1,1,1,1,39,1
15249,2,4,4,9,9,0,12,4,2,0,1,1,1,39,0
15250,3,4,4,14,13,4,11,0,4,1,1,1,1,39,1
15251,3,4,3,5,2,4,8,0,2,1,1,1,1,33,0
15252,3,2,2,15,14,2,10,4,4,0,1,1,2,39,0
15253,1,4,4,15,14,4,4,0,4,1,1,3,3,36,1
15254,0,4,4,9,9,0,3,1,4,1,1,1,1,39,0
15255,1,4,4,9,9,3,7,1,2,1,1,1,1,39,0
15256,5,0,0,9,9,1,0,1,4,0,1,1,0,39,0
15257,3,4,4,15,14,0,4,1,4,0,1,1,2,39,1
15258,3,4,3,0,10,4,3,0,4,1,1,3,2,39,0
15259,4,4,1,14,13,2,4,1,4,0,1,1,1,18,1
15260,4,4,3,6,5,3,7,4,4,0,1,1,1,26,0
15261,2,4,4,14,13,0,4,1,4,1,1,1,2,39,1
15262,3,1,0,14,13,4,3,0,4,1,1,3,1,39,0
15263,3,4,0,6,5,4,3,0,4,1,1,1,1,39,0
15264,5,2,0,0,10,0,10,2,4,0,1,1,0,39,0
15265,4,4,1,9,9,2,8,4,2,0,1,1,0,39,0
15266,0,0,3,3,7,0,0,3,2,1,1,1,0,39,0
15267,1,4,3,0,10,0,6,3,2,1,1,1,1,39,0
15268,0,7,4,0,10,4,10,5,4,0,1,1,2,39,0
15269,4,4,1,9,9,1,1,1,4,0,1,1,1,39,0
15270,4,4,2,9,9,4,1,5,4,0,1,1,1,39,0
15271,3,4,0,0,10,4,1,0,4,1,3,1,1,39,1
15272,0,4,4,9,9,0,12,3,2,1,1,1,1,39,0
15273,1,4,4,14,13,4,3,0,4,1,1,1,1,39,0
15274,1,4,0,10,11,0,10,1,4,0,1,3,1,2,0
15275,0,4,2,14,13,4,13,0,4,1,3,1,1,39,1
15276,1,4,0,9,9,0,3,1,0,1,1,1,2,39,0
15277,1,4,3,9,9,0,8,4,2,0,1,1,1,39,0
15278,2,4,0,0,10,4,3,0,4,1,3,1,2,39,1
15279,3,5,4,12,16,4,10,0,4,1,3,1,3,39,1
15280,1,4,0,13,12,4,12,0,4,1,1,1,1,39,0
15281,1,4,0,9,9,0,14,3,2,1,1,1,1,39,0
15282,2,4,2,3,7,2,14,1,4,1,1,1,1,39,0
15283,3,6,1,14,13,4,5,0,4,1,1,1,2,39,0
15284,4,2,3,0,10,3,11,1,4,1,1,1,1,39,1
15285,3,4,4,0,10,0,1,1,4,1,1,1,2,39,0
15286,5,0,3,10,11,0,0,1,4,1,1,1,1,39,0
15287,0,4,0,13,12,0,1,3,4,0,1,1,0,39,0
15288,2,4,4,9,9,2,7,1,4,0,1,1,1,39,0
15289,2,4,2,13,12,4,12,5,4,0,1,1,1,39,0
15290,1,4,3,14,13,4,10,0,4,1,1,1,1,39,1
15291,2,4,4,7,4,4,3,0,4,1,1,1,1,39,0
15292,0,0,4,9,9,0,0,4,2,1,1,1,2,39,0
15293,0,4,4,3,7,5,6,1,4,1,1,1,1,26,0
15294,1,4,3,9,9,4,14,0,4,1,1,1,2,39,0
15295,1,4,3,9,9,0,8,3,4,1,1,1,1,39,0
15296,3,6,4,13,12,4,12,0,4,1,1,1,2,39,1
15297,2,6,1,9,9,0,4,1,4,1,1,1,2,39,0
15298,3,4,2,9,9,4,14,0,4,1,1,1,2,39,0
15299,1,4,2,9,9,4,1,0,4,1,1,1,2,39,0
15300,3,4,2,9,9,2,4,4,4,0,1,1,2,39,0
15301,2,4,2,0,10,0,14,4,4,1,1,1,1,39,0
15302,0,4,2,0,10,0,7,3,4,1,1,1,1,39,0
15303,0,4,3,9,9,0,1,3,4,0,1,1,2,39,0
15304,0,4,1,6,5,0,8,4,2,0,1,1,1,39,0
15305,3,4,2,9,9,2,1,4,4,0,1,1,2,39,0
15306,0,4,0,15,14,0,12,1,4,0,1,1,0,39,0
15307,2,4,3,9,9,2,7,4,4,1,1,3,1,39,0
15308,0,4,1,0,10,0,10,1,4,1,1,1,1,39,0
15309,5,0,0,9,9,1,0,2,4,0,1,1,0,39,0
15310,0,0,1,3,7,4,0,5,1,0,1,1,1,25,0
15311,2,4,4,0,10,4,7,0,2,1,1,3,1,39,1
15312,1,4,2,3,7,0,8,1,2,1,1,1,1,39,0
15313,4,4,1,9,9,4,3,0,4,1,1,1,1,39,0
15314,0,4,3,9,9,0,1,2,4,0,1,1,1,39,0
15315,4,7,2,12,16,4,10,0,4,1,3,1,2,39,1
15316,0,4,4,0,10,0,7,3,4,0,1,1,1,39,0
15317,3,4,3,0,10,1,1,2,4,0,1,1,1,39,0
15318,2,4,0,14,13,4,4,0,4,1,3,1,2,39,1
15319,0,4,1,0,10,0,6,1,4,1,1,1,1,39,0
15320,3,4,0,12,16,2,4,1,4,0,1,1,2,39,1
15321,0,4,2,9,9,0,3,1,4,1,1,1,1,39,0
15322,2,1,3,13,12,4,8,0,4,1,1,1,1,39,0
15323,1,4,3,15,14,0,4,1,2,1,1,1,2,39,0
15324,0,4,2,0,10,0,12,1,4,1,1,1,1,39,0
15325,2,4,3,0,10,4,4,0,4,1,1,1,2,39,0
15326,1,2,3,15,14,4,10,0,4,1,1,1,2,39,0
15327,0,4,3,14,13,0,4,1,4,0,1,1,2,39,0
15328,2,6,2,9,9,2,3,4,4,1,1,1,1,39,0
15329,0,4,1,9,9,0,8,3,4,0,1,1,1,39,0
15330,4,4,0,0,10,4,3,0,4,1,1,3,2,39,0
15331,4,4,0,14,13,1,4,1,4,1,3,1,2,39,1
15332,1,4,1,14,13,0,6,3,4,1,1,1,1,39,0
15333,0,4,3,9,9,0,8,3,2,0,1,1,1,39,0
15334,1,6,0,1,15,4,10,0,4,1,1,1,3,39,1
15335,3,4,1,14,13,4,10,0,4,1,1,1,2,39,1
15336,1,4,4,4,6,0,7,4,4,0,1,1,1,39,0
15337,2,4,0,9,9,0,8,3,4,1,1,1,1,39,0
15338,2,4,3,0,10,1,12,4,2,0,1,1,1,39,0
15339,2,4,3,14,13,0,10,1,2,1,1,1,1,39,0
15340,0,4,3,14,13,0,10,1,4,1,1,1,1,39,0
15341,1,4,1,15,14,4,12,0,4,1,1,1,3,39,1
15342,1,4,4,8,3,0,7,1,4,1,1,1,2,26,0
15343,3,4,1,15,14,4,10,0,4,1,1,1,1,39,1
15344,0,4,4,3,7,0,12,3,4,0,1,1,0,39,0
15345,4,6,0,15,14,4,13,0,4,1,1,1,1,39,1
15346,0,4,3,10,11,0,1,1,4,0,1,1,1,39,0
15347,1,4,4,15,14,4,4,0,4,1,1,1,1,39,1
15348,1,4,3,6,5,0,5,3,4,1,1,1,1,39,0
15349,3,1,4,14,13,4,10,0,4,1,3,1,2,39,1
15350,0,0,4,4,6,0,0,3,4,0,1,1,0,39,0
15351,2,7,2,9,9,0,3,4,4,1,1,1,1,39,0
15352,4,6,1,14,13,5,10,1,4,0,1,1,1,39,1
15353,0,4,4,9,9,4,3,5,4,0,1,1,1,39,0
15354,0,1,4,9,9,0,1,3,4,0,1,1,1,39,0
15355,2,4,1,0,10,0,7,1,4,1,1,1,2,39,0
15356,5,4,0,9,9,1,14,4,4,1,1,1,4,39,0
15357,0,4,1,3,7,3,7,1,2,1,1,1,1,39,0
15358,1,4,4,9,9,0,8,1,2,0,1,1,1,23,0
15359,3,4,4,9,9,4,14,0,4,1,1,1,2,39,0
15360,3,1,4,0,10,0,1,1,2,1,1,1,1,39,0
15361,1,4,1,9,9,4,3,0,4,1,1,1,2,39,0
15362,3,4,2,14,13,1,13,4,4,0,1,1,1,39,0
15363,1,4,0,8,3,4,8,2,4,1,1,1,1,39,0
15364,0,4,1,10,11,4,13,0,4,1,1,1,1,39,0
15365,0,4,2,14,13,6,10,5,4,0,1,1,1,39,1
15366,1,4,4,9,9,4,3,0,4,1,1,1,3,39,0
15367,0,4,2,0,10,0,10,1,4,0,1,1,0,39,0
15368,1,6,4,1,15,0,10,1,4,1,3,1,1,39,0
15369,2,5,0,9,9,4,4,0,4,1,1,1,2,39,1
15370,2,4,2,9,9,4,7,0,4,1,1,1,1,39,1
15371,3,2,2,9,9,4,14,0,4,1,1,1,1,39,0
15372,4,2,3,0,10,4,11,0,4,1,1,1,2,39,0
15373,0,4,0,3,7,0,12,3,4,0,1,1,0,39,0
15374,0,6,3,0,10,0,3,3,4,1,1,1,3,39,0
15375,3,2,3,9,9,4,11,0,4,1,1,1,1,39,1
15376,3,6,1,9,9,2,4,1,4,1,3,1,2,39,0
15377,2,4,1,9,9,4,3,0,4,1,1,1,1,39,0
15378,5,4,0,0,10,1,10,1,4,0,1,1,0,39,0
15379,1,4,0,9,9,0,8,4,4,1,1,1,1,39,0
15380,1,4,2,6,5,4,7,0,4,1,1,1,1,2,0
15381,2,4,2,9,9,4,1,0,4,1,1,1,2,39,1
15382,3,4,1,15,14,4,10,0,4,1,1,1,2,39,1
15383,3,4,0,14,13,1,5,3,1,1,1,1,1,39,0
15384,2,2,4,9,9,4,11,0,4,1,1,1,3,39,1
15385,1,4,0,9,9,4,3,0,4,1,1,1,2,39,0
15386,2,4,3,0,10,2,4,4,4,0,1,1,1,39,0
15387,2,4,0,15,14,4,4,0,4,1,3,1,2,9,1
15388,1,4,2,14,13,0,12,1,4,1,1,1,1,39,1
15389,3,2,2,9,9,4,14,0,4,1,1,1,2,39,0
15390,4,4,0,0,10,4,3,0,4,1,1,1,1,39,1
15391,0,4,4,9,9,0,1,1,4,0,1,1,2,39,0
15392,3,2,2,15,14,1,4,4,2,0,1,1,1,39,0
15393,0,4,3,9,9,0,5,3,4,1,1,1,1,39,0
15394,3,4,1,14,13,4,4,0,4,1,1,1,2,39,1
15395,1,4,4,9,9,4,3,0,4,1,1,1,1,11,0
15396,3,4,0,3,7,2,14,3,4,1,1,1,1,39,0
15397,2,4,4,10,11,4,12,0,4,1,1,1,2,39,0
15398,0,7,0,0,10,0,1,3,4,1,1,1,0,39,0
15399,0,4,0,0,10,0,5,1,4,1,1,1,3,39,0
15400,2,4,1,0,10,2,14,4,4,1,3,1,2,39,0
15401,1,4,2,9,9,2,3,4,4,1,1,1,1,39,0
15402,1,2,3,9,9,3,1,4,4,0,1,1,1,39,0
15403,0,4,3,0,10,0,7,4,1,1,1,1,1,40,0
15404,2,4,3,9,9,2,3,1,4,1,1,1,2,39,0
15405,3,2,3,9,9,4,11,0,4,1,1,1,1,39,0
15406,1,4,3,9,9,0,7,1,4,1,1,1,2,39,0
15407,1,4,4,10,11,2,10,4,4,0,1,1,1,39,0
15408,3,4,4,15,14,4,4,0,4,1,3,1,2,39,1
15409,4,4,3,10,11,4,4,0,4,1,1,1,2,39,1
15410,1,4,4,0,10,4,7,0,4,1,1,1,1,26,0
15411,3,2,4,13,12,4,11,0,4,1,1,1,1,39,1
15412,2,4,4,10,11,0,13,1,4,0,1,1,0,39,0
15413,2,7,0,9,9,0,3,1,4,1,1,1,1,39,0
15414,0,0,1,9,9,0,0,3,4,0,1,1,0,39,0
15415,3,4,4,14,13,4,4,0,4,1,1,1,1,39,1
15416,1,4,1,9,9,0,3,1,4,1,1,1,1,39,0
